lead time,average price,special requests,market segment type_Corporate,market segment type_Offline,market segment type_Online
74,101,0,0,1,0
25,65,1,0,1,0
29,67,1,0,1,0
86,76,0,0,0,1
28,77,0,0,1,0
4,113,1,0,0,1
131,81,0,0,0,1
21,88,1,0,0,1
87,126,2,0,0,1
11,129,1,0,0,1
76,98,2,0,0,1
0,79,0,0,0,1
87,103,1,0,0,1
141,109,1,0,0,1
14,82,0,0,1,0
9,85,1,0,1,0
56,120,0,0,1,0
245,75,0,0,1,0
4,93,1,0,0,1
51,146,1,0,0,1
113,68,1,0,0,1
71,115,0,0,1,0
87,117,1,0,0,1
190,110,0,0,1,0
112,146,1,0,0,1
131,94,0,0,1,0
172,108,0,0,0,1
43,85,0,0,1,0
69,110,1,0,0,1
15,81,1,0,1,0
99,73,0,0,0,1
2,91,0,0,1,0
208,85,0,0,0,1
7,73,0,0,0,1
147,143,2,0,0,1
80,140,1,0,0,1
105,110,0,0,1,0
146,103,1,0,0,1
184,65,1,0,0,1
40,85,0,0,1,0
28,136,1,0,0,1
89,87,1,0,0,1
124,99,0,0,0,1
30,85,0,0,1,0
17,74,1,0,0,1
8,130,1,0,0,1
5,130,3,0,0,1
205,80,0,0,0,1
219,76,0,0,1,0
14,126,0,0,0,1
113,108,1,0,0,1
46,97,2,0,0,1
152,83,1,0,0,1
30,140,0,0,1,0
0,91,0,0,0,1
159,114,0,0,0,1
83,126,3,0,0,1
10,105,0,0,1,0
71,95,0,0,1,0
134,65,0,0,1,0
125,79,1,0,0,1
5,80,0,1,0,0
276,61,0,0,1,0
163,100,0,0,1,0
5,119,0,0,0,1
250,72,2,0,1,0
18,150,0,0,0,1
178,127,2,0,0,1
47,125,1,0,0,1
170,70,1,0,1,0
24,129,3,0,0,1
157,76,1,0,0,1
44,85,0,0,1,0
0,89,0,0,0,1
0,0,1,0,0,0
43,97,1,0,0,1
6,77,0,0,0,1
50,135,1,0,0,1
35,166,2,0,0,1
96,94,0,0,1,0
15,65,0,1,0,0
256,115,1,0,1,0
110,70,1,0,1,0
92,92,0,0,1,0
221,72,1,0,0,1
8,0,0,0,0,0
34,96,0,0,1,0
8,94,0,0,0,0
152,76,1,0,0,1
67,32,0,0,1,0
64,130,0,1,0,0
80,147,3,0,0,1
186,118,1,0,0,1
87,118,2,0,0,1
86,72,1,0,0,1
39,101,0,0,1,0
209,90,1,0,0,1
18,77,2,0,0,1
0,87,0,0,0,1
121,90,0,0,1,0
1,70,0,1,0,0
62,70,1,0,0,1
58,85,1,0,1,0
100,146,2,0,0,1
6,106,0,0,0,1
38,105,2,0,0,1
24,104,1,0,0,1
17,141,3,0,0,1
213,99,2,0,0,1
84,75,0,0,1,0
193,120,0,0,1,0
8,78,0,0,0,1
69,120,0,0,1,0
112,107,1,0,0,1
268,80,0,0,1,0
104,108,1,0,0,1
54,103,0,0,0,1
6,137,0,0,0,1
63,109,1,0,0,1
55,131,2,0,0,1
8,151,1,0,0,1
145,118,0,0,0,1
6,85,0,0,0,1
14,75,0,0,1,0
177,99,1,0,0,1
18,111,0,0,0,1
69,94,0,0,0,1
111,85,0,0,0,1
155,113,0,0,0,1
1,152,2,0,0,1
2,2,0,0,0,0
33,143,0,0,0,1
99,114,1,0,0,1
103,97,0,0,1,0
135,132,0,0,0,1
75,80,0,0,1,0
233,90,0,0,1,0
113,75,0,0,1,0
277,89,1,0,1,0
252,106,0,0,0,1
190,165,0,0,0,1
2,140,0,0,0,1
59,131,1,0,0,1
157,132,0,0,0,1
18,88,1,0,0,1
93,109,0,0,0,1
50,158,1,0,0,1
104,138,2,0,0,1
257,101,0,0,1,0
101,109,2,0,0,1
195,99,0,0,0,1
228,72,0,0,0,1
3,78,1,0,0,1
5,66,0,0,1,0
135,90,1,0,0,1
181,98,1,0,0,1
18,91,0,0,0,1
1,101,0,0,0,1
72,132,0,0,0,1
13,85,1,0,1,0
174,70,0,0,1,0
75,75,0,0,1,0
5,138,1,0,0,1
69,120,0,0,1,0
1,105,3,0,0,1
68,90,2,0,1,0
42,133,1,0,0,1
164,100,0,0,1,0
48,112,0,0,1,0
180,70,0,0,1,0
4,81,2,0,0,1
47,85,0,0,1,0
188,130,0,0,1,0
35,125,1,0,0,1
161,130,0,0,1,0
75,89,0,0,0,1
7,150,1,0,0,1
5,144,0,0,0,1
35,100,1,0,0,1
8,113,2,0,1,0
256,90,0,0,1,0
179,114,0,0,0,1
10,149,0,0,0,1
1,127,1,0,0,1
13,97,1,0,0,1
136,107,0,0,0,1
223,89,2,0,0,1
70,128,2,0,0,1
45,60,0,0,1,0
34,103,1,0,0,1
31,112,2,0,0,1
188,130,0,0,1,0
111,88,2,0,0,1
159,70,1,0,1,0
77,118,1,0,0,1
4,86,1,0,0,1
34,138,1,0,0,1
62,115,1,0,0,1
100,140,1,0,1,0
20,89,0,0,0,1
3,135,1,0,0,1
92,70,0,0,1,0
88,90,1,1,0,0
1,99,0,0,0,1
88,117,1,0,1,0
189,90,1,0,0,1
0,84,0,1,0,0
3,79,1,0,0,1
16,89,1,0,0,1
50,89,0,0,0,1
89,72,2,0,0,1
31,78,3,0,1,0
146,95,0,0,1,0
35,95,0,0,1,0
139,96,0,0,0,1
85,90,0,1,0,0
178,89,0,0,0,1
3,150,2,0,0,1
97,80,0,0,1,0
1,159,0,1,0,0
76,82,0,0,0,1
0,139,2,0,0,1
83,108,1,0,0,1
63,116,0,0,1,0
8,77,1,0,0,1
6,167,1,0,0,1
15,130,1,0,0,1
124,140,0,0,0,1
233,90,0,0,1,0
219,76,0,0,1,0
25,154,0,0,0,1
25,70,0,0,1,0
88,90,0,0,1,0
15,90,1,0,0,1
148,96,0,0,0,1
17,80,1,1,0,0
273,95,0,0,1,0
180,120,0,0,1,0
116,129,2,0,0,1
1,110,0,0,0,0
192,19,0,0,1,0
17,92,0,0,0,1
14,136,2,0,0,1
104,75,0,0,1,0
3,45,2,0,1,0
93,80,1,0,1,0
19,60,1,0,0,1
3,116,0,0,0,1
37,95,0,0,1,0
71,85,0,0,1,0
136,113,1,0,0,1
23,119,1,0,0,1
166,117,0,0,0,1
247,115,1,0,1,0
213,102,2,0,0,1
36,94,0,0,0,1
42,94,1,0,0,1
72,108,0,0,1,0
30,94,1,0,0,1
3,88,0,0,0,1
33,85,2,0,0,1
105,90,0,0,0,1
1,127,1,0,0,1
62,152,1,0,0,1
66,68,1,0,1,0
150,85,1,0,0,1
8,83,1,0,0,1
61,72,1,0,1,0
211,100,0,0,1,0
26,95,2,0,0,1
195,0,1,0,0,1
66,89,0,0,0,1
177,104,2,0,0,1
47,120,2,0,0,1
1,119,0,0,1,0
195,72,0,0,1,0
44,112,1,0,1,0
148,115,1,0,0,1
184,96,2,0,0,1
145,94,0,0,1,0
7,80,0,1,0,0
17,82,0,0,0,1
37,85,0,0,0,1
54,86,0,0,0,1
23,80,0,0,1,0
69,123,0,0,0,1
41,82,0,0,0,1
56,120,0,0,1,0
40,67,1,0,0,1
45,72,0,0,1,0
50,126,0,0,0,1
124,94,0,0,1,0
169,105,1,0,0,1
117,95,1,0,0,1
13,99,2,0,0,1
122,99,1,0,0,1
2,95,1,0,0,1
104,80,0,0,1,0
36,108,1,0,0,1
4,109,3,0,0,1
271,95,0,0,1,0
177,93,1,0,0,1
166,137,0,0,0,1
5,104,0,0,0,1
42,95,0,0,1,0
11,87,1,0,0,1
2,134,1,0,0,1
181,112,1,0,0,1
44,74,0,0,0,1
69,120,0,0,1,0
54,66,0,0,1,0
251,73,1,0,0,1
36,55,1,0,0,1
45,124,1,0,0,1
18,112,0,0,0,1
159,144,0,0,1,0
11,119,1,0,0,1
29,96,0,0,0,1
45,119,0,0,0,1
130,104,0,0,0,1
89,104,2,0,0,1
4,0,0,0,0,0
17,84,2,0,0,1
6,66,0,0,0,1
16,156,0,0,0,1
150,101,0,0,1,0
4,115,0,0,1,0
131,136,2,0,0,1
2,159,1,0,0,1
265,115,1,0,1,0
32,85,0,0,1,0
14,159,0,0,0,1
39,101,0,0,1,0
66,127,1,0,0,1
0,158,0,0,0,1
256,96,3,0,0,1
100,108,0,0,1,0
11,65,1,0,0,1
38,107,1,0,0,1
1,126,1,0,0,1
91,80,0,0,1,0
108,121,0,0,0,1
84,90,0,0,0,1
247,109,0,0,1,0
24,107,2,0,0,1
97,79,1,0,0,1
37,97,1,0,0,1
0,65,0,0,0,1
72,135,0,0,0,1
271,85,0,0,1,0
256,90,0,0,1,0
39,94,2,0,0,1
47,92,0,0,0,1
39,68,1,0,0,1
12,47,0,0,0,1
170,95,1,0,0,1
5,124,3,0,0,1
57,117,2,0,0,1
121,114,0,0,0,1
85,162,0,0,0,1
65,72,0,0,1,0
4,164,0,0,0,1
95,119,0,0,0,1
33,116,2,0,0,1
41,76,0,0,0,1
77,72,2,0,0,1
52,94,0,0,0,1
189,70,1,0,0,1
47,101,1,0,0,1
19,162,2,0,0,1
152,76,1,0,0,1
71,127,0,0,1,0
20,76,0,0,0,1
2,109,0,0,1,0
81,76,1,0,0,1
37,95,0,0,0,1
12,90,3,0,0,1
58,60,0,0,1,0
143,151,1,0,0,1
279,110,0,0,1,0
130,116,1,0,0,1
126,80,0,0,1,0
63,88,1,0,0,1
39,89,0,0,0,1
54,85,0,0,0,1
111,139,1,0,0,1
148,67,0,0,1,0
19,111,0,0,0,1
168,81,1,0,0,1
71,120,0,0,1,0
44,75,0,0,1,0
82,146,2,0,0,1
25,152,0,0,0,1
66,102,1,0,0,1
174,95,0,0,1,0
12,91,0,0,0,1
120,94,0,0,0,1
41,110,0,0,0,1
282,109,1,0,0,1
103,95,1,0,0,1
199,106,1,0,0,1
180,70,0,0,1,0
154,151,2,0,0,1
47,81,1,0,0,1
80,136,0,0,1,0
20,68,1,0,0,1
113,105,0,0,0,1
116,81,1,0,0,1
42,103,0,0,0,1
33,125,2,0,0,1
24,109,1,0,1,0
3,60,1,0,0,1
76,120,0,0,1,0
71,124,2,0,0,1
24,95,1,1,0,0
14,105,0,1,0,0
38,79,0,1,0,0
149,130,0,0,0,1
79,88,0,0,0,1
210,36,0,0,1,0
1,89,0,0,1,0
239,128,0,0,0,1
6,88,1,0,0,1
37,95,0,0,1,0
35,89,1,0,0,1
15,111,1,0,0,1
93,159,0,0,0,1
244,68,1,0,0,1
80,73,0,0,0,1
7,89,1,0,0,1
44,59,1,0,0,1
17,135,1,0,0,1
104,142,2,0,0,1
64,51,1,0,0,1
7,130,2,0,0,1
6,0,0,0,0,1
69,120,0,0,1,0
0,80,0,0,0,1
3,37,1,0,1,0
67,94,1,0,0,1
3,31,1,1,0,0
5,110,3,0,0,1
7,89,1,0,0,1
166,110,0,0,1,0
0,0,1,0,0,0
86,134,0,0,0,1
19,86,1,0,0,1
124,117,1,0,0,1
59,82,0,0,0,1
205,90,0,0,1,0
193,120,0,0,1,0
16,116,3,0,0,1
12,161,0,0,0,1
79,173,1,0,0,1
270,62,0,0,1,0
6,136,1,0,0,1
129,100,1,0,0,1
12,90,1,0,0,1
163,115,0,0,1,0
56,63,0,0,0,1
122,99,0,0,0,1
49,121,1,0,0,1
87,105,1,0,0,1
102,94,1,0,0,1
78,116,1,0,0,1
46,112,0,0,1,0
241,95,1,0,0,1
275,106,0,0,0,1
270,62,0,0,1,0
140,116,0,0,0,1
33,80,1,0,0,1
36,109,0,0,0,1
140,70,0,0,1,0
0,90,1,0,0,1
128,103,0,0,0,1
50,150,0,0,0,1
128,109,1,0,0,1
91,40,0,0,1,0
24,120,0,0,0,1
13,169,2,0,0,1
159,103,0,0,0,1
96,94,0,0,1,0
2,90,0,0,1,0
28,130,0,0,1,0
168,90,0,0,0,1
20,136,1,0,0,1
87,139,1,0,0,1
180,120,1,0,1,0
172,95,0,0,1,0
253,90,0,0,1,0
100,132,0,0,0,1
117,94,0,0,1,0
4,118,0,0,0,1
134,65,0,0,1,0
5,77,0,0,0,1
116,87,0,0,1,0
134,65,0,0,1,0
13,85,1,0,1,0
57,90,0,0,1,0
58,116,0,0,0,1
115,151,0,0,0,1
39,101,0,0,1,0
269,70,0,0,1,0
29,85,0,0,1,0
16,91,0,0,0,1
153,81,0,0,1,0
0,119,0,0,0,1
181,105,1,0,0,1
255,94,0,0,0,1
85,140,0,0,0,1
204,61,0,0,1,0
57,93,1,0,0,1
139,68,0,0,1,0
7,95,0,0,0,1
81,88,1,0,0,1
198,116,3,0,0,1
64,73,0,0,0,1
37,90,0,0,1,0
29,131,2,0,0,1
132,70,1,0,1,0
3,130,2,0,0,1
33,55,0,0,1,0
56,60,1,0,1,0
104,80,0,0,1,0
94,137,0,0,0,1
48,80,0,0,1,0
10,126,1,0,0,1
42,129,1,0,0,1
8,116,0,0,0,1
137,101,2,0,0,1
69,139,3,0,0,1
192,102,0,0,1,0
3,94,2,0,0,1
41,76,0,0,1,0
58,81,0,0,1,0
25,158,0,0,0,1
32,109,0,0,0,1
6,88,0,0,0,1
152,109,1,0,0,1
134,65,0,0,1,0
85,126,1,0,0,1
233,90,0,0,1,0
245,75,0,0,1,0
48,97,2,0,0,1
41,60,1,0,1,0
216,67,0,0,0,1
166,110,0,0,1,0
5,71,1,0,0,1
229,96,1,0,0,1
6,104,0,0,1,0
16,160,1,0,0,1
207,80,0,0,0,1
53,119,1,0,0,1
55,104,0,0,1,0
166,110,0,0,1,0
103,93,2,0,0,1
19,113,2,0,0,1
52,76,0,0,1,0
231,90,1,0,0,1
63,56,0,0,1,0
31,96,1,0,0,1
37,105,0,0,1,0
99,130,0,0,0,1
63,130,0,1,0,0
67,140,1,0,0,1
49,94,1,0,0,1
55,126,1,0,0,1
269,70,0,0,1,0
2,0,0,0,0,0
17,138,2,0,0,1
2,92,0,0,1,0
29,70,0,0,1,0
32,112,0,0,0,1
35,68,1,0,0,1
18,79,1,0,0,1
12,85,1,0,1,0
29,104,0,0,0,1
192,102,0,0,1,0
32,149,2,0,0,1
61,105,0,0,0,1
1,176,1,0,0,1
26,172,2,0,0,1
74,74,2,0,0,1
110,58,0,0,1,0
129,105,2,0,0,1
52,122,1,0,0,1
151,71,0,0,1,0
15,58,0,0,1,0
80,136,0,0,1,0
60,145,0,0,0,1
123,76,1,0,0,1
102,101,0,0,1,0
4,94,1,0,0,1
184,125,0,0,0,1
169,0,1,0,0,1
102,101,0,0,1,0
221,73,0,0,1,0
177,100,0,0,1,0
247,115,1,0,1,0
85,119,0,0,0,1
151,90,1,0,0,1
61,91,0,0,1,0
247,93,0,0,1,0
2,61,0,0,1,0
15,89,0,0,0,1
114,135,2,0,0,1
58,60,0,0,1,0
131,85,1,0,0,1
1,149,0,0,0,1
28,167,0,0,0,1
202,127,2,0,0,1
99,85,1,0,0,1
48,168,1,0,0,1
56,74,1,0,0,1
7,112,0,0,1,0
47,99,0,0,0,1
92,52,0,0,1,0
10,98,0,0,0,1
57,105,1,0,0,1
245,75,0,0,1,0
126,100,1,0,0,1
0,91,0,0,0,1
5,84,0,1,0,0
86,81,1,0,0,1
5,123,0,0,0,1
4,162,1,0,0,1
56,82,0,0,1,0
181,118,2,0,0,1
65,72,1,0,0,1
9,95,1,0,1,0
118,110,0,0,1,0
280,110,0,0,1,0
118,58,1,0,0,1
15,115,2,0,0,1
30,140,0,0,1,0
1,40,0,1,0,0
103,94,0,0,1,0
99,96,1,0,0,1
144,140,0,0,0,1
83,135,1,0,0,1
64,87,1,0,0,1
27,95,0,0,1,0
81,80,0,0,1,0
49,78,0,0,0,1
51,125,1,0,0,1
65,103,2,0,0,1
183,98,0,0,0,1
74,101,0,0,1,0
147,55,0,0,0,1
13,65,0,1,0,0
11,66,0,0,1,0
92,90,0,0,1,0
2,79,1,0,0,1
224,102,0,0,1,0
23,108,1,0,0,1
0,95,1,1,0,0
259,90,0,0,1,0
7,56,0,0,1,0
48,80,0,0,0,1
0,74,0,0,0,1
148,99,0,0,0,1
4,128,1,0,0,1
2,91,2,0,0,1
162,60,0,0,1,0
20,79,0,1,0,0
61,102,0,0,0,1
25,104,1,0,0,1
193,120,0,0,1,0
32,81,0,0,0,1
22,65,0,1,0,0
90,74,0,0,0,1
287,100,0,0,0,1
61,95,1,0,0,1
45,107,2,0,0,1
6,108,1,0,0,1
119,0,0,0,0,1
147,132,0,0,0,1
180,54,2,0,0,1
34,177,0,0,1,0
47,65,0,1,0,0
159,65,0,0,1,0
0,135,0,0,0,1
28,109,0,0,0,1
3,119,0,0,0,1
37,105,0,0,1,0
27,137,0,0,0,1
104,75,0,0,1,0
64,111,2,0,0,1
63,89,0,0,0,1
163,100,0,0,1,0
166,130,0,0,1,0
9,89,0,0,0,1
166,110,0,0,1,0
192,99,0,0,0,1
91,80,0,0,1,0
5,79,0,0,0,1
166,110,0,0,1,0
118,120,0,0,1,0
81,168,0,0,0,1
81,94,0,0,1,0
156,106,1,0,0,1
140,70,0,0,1,0
145,65,0,0,1,0
118,95,0,0,0,1
56,79,1,0,0,1
6,43,1,0,1,0
14,118,1,0,1,0
86,105,1,0,0,1
113,100,0,1,0,0
0,117,0,0,0,1
0,65,0,1,0,0
85,87,0,0,0,1
18,139,1,0,0,1
17,97,0,0,0,1
22,62,0,1,0,0
148,93,1,0,0,1
0,76,1,0,1,0
3,101,1,0,0,1
31,126,0,0,0,1
114,150,0,0,0,1
127,128,2,0,0,1
206,102,1,0,0,1
81,119,0,0,0,1
178,117,0,0,1,0
11,88,0,0,1,0
25,172,2,0,0,1
46,125,2,0,0,1
55,149,0,0,0,1
36,107,1,0,0,1
166,127,1,0,0,1
32,124,2,0,0,1
109,143,1,0,0,1
46,85,0,0,1,0
74,101,0,0,1,0
94,144,1,0,0,1
72,108,0,0,1,0
162,70,1,0,1,0
39,144,1,0,0,1
3,47,1,0,1,0
103,58,1,0,1,0
161,59,0,0,1,0
73,116,0,0,0,1
212,67,1,0,0,1
229,96,1,0,0,1
277,100,0,0,0,1
5,67,0,1,0,0
39,101,0,0,1,0
3,135,0,0,1,0
54,65,0,1,0,0
57,90,1,0,1,0
269,70,0,0,1,0
26,85,0,0,0,1
0,96,0,0,0,1
75,74,1,0,0,1
59,108,1,0,0,1
31,80,1,0,0,1
43,117,1,0,0,1
36,72,1,0,0,1
113,100,0,1,0,0
1,101,0,0,0,1
166,110,0,0,1,0
70,100,0,0,1,0
0,119,1,0,0,1
39,101,0,0,1,0
71,120,0,0,1,0
242,100,0,0,0,1
97,96,2,0,0,1
82,125,0,0,0,1
39,101,0,0,1,0
208,90,0,0,0,1
188,130,0,0,1,0
35,156,2,0,0,1
36,81,1,0,0,1
18,154,0,0,0,1
22,75,0,0,1,0
17,158,2,0,0,1
159,143,0,0,0,1
208,80,0,0,0,1
5,131,1,0,0,1
86,80,1,0,1,0
164,100,0,0,1,0
63,72,3,0,0,1
81,99,1,0,0,1
281,126,0,0,0,1
33,135,1,0,0,1
135,78,0,0,1,0
256,76,0,0,1,0
161,130,0,0,1,0
270,80,0,0,1,0
50,76,1,0,0,1
64,130,0,1,0,0
55,104,0,0,1,0
31,126,2,0,0,1
154,90,1,0,0,1
7,176,0,0,1,0
56,58,0,0,1,0
6,62,0,0,1,0
39,117,1,0,0,1
174,70,0,0,1,0
72,72,1,0,0,1
95,76,0,0,0,1
23,54,0,0,1,0
134,109,0,0,0,1
86,117,0,0,0,1
62,118,2,0,0,1
210,105,0,0,1,0
4,70,0,0,1,0
27,151,1,0,0,1
89,57,0,0,0,1
72,67,0,0,0,1
36,126,2,0,0,1
33,106,0,0,0,1
57,127,0,0,0,1
267,115,0,0,0,1
148,114,0,0,0,1
117,126,2,0,0,1
39,124,0,0,0,1
18,75,1,0,1,0
17,166,1,0,0,1
35,93,0,0,0,1
4,141,1,0,0,1
218,99,1,0,0,1
11,90,1,0,0,1
30,140,0,0,1,0
51,123,1,0,0,1
8,77,1,0,0,1
75,135,0,0,0,1
81,75,1,0,0,1
1,0,0,0,0,1
6,85,0,0,0,1
21,102,1,0,0,1
123,105,0,0,0,1
5,126,0,0,0,1
59,168,0,0,0,1
4,88,0,0,0,1
33,57,3,0,0,1
151,71,0,0,1,0
71,90,1,0,0,1
41,66,0,0,0,1
38,120,1,0,0,1
119,90,0,0,0,1
62,95,1,0,0,1
2,151,0,0,0,1
180,112,0,0,0,1
28,108,1,0,0,1
191,80,1,0,1,0
245,110,0,0,1,0
67,48,0,0,0,1
43,123,2,0,0,1
221,80,0,0,1,0
239,80,2,0,0,1
57,116,2,0,0,1
47,105,2,0,0,1
22,90,1,0,0,1
6,88,1,0,0,1
185,128,2,0,0,1
92,99,0,0,0,1
81,139,2,0,0,1
219,76,0,0,1,0
115,70,2,0,0,1
119,120,0,0,1,0
45,94,1,0,0,1
2,75,0,0,1,0
11,74,0,0,1,0
239,112,0,0,1,0
51,109,1,0,0,1
40,70,0,0,1,0
91,109,1,0,0,1
100,80,0,0,0,1
27,110,1,0,0,1
62,126,3,0,0,1
70,62,2,0,0,1
10,110,0,0,0,0
122,80,0,0,1,0
192,76,2,0,0,1
0,133,0,0,0,1
10,89,1,0,0,1
157,127,0,0,0,1
11,87,0,0,1,0
72,95,0,0,1,0
247,115,1,0,1,0
28,57,0,0,1,0
17,113,2,0,0,1
57,88,1,0,0,1
90,117,1,0,0,1
74,101,0,0,1,0
56,140,1,0,0,1
37,143,1,0,0,1
42,117,0,0,0,1
71,120,0,0,1,0
12,156,1,0,0,1
19,150,0,0,0,1
23,119,3,0,0,1
161,101,1,0,0,1
237,87,2,0,0,1
192,95,0,0,1,0
102,150,0,0,0,1
16,75,0,0,1,0
81,89,2,0,0,1
189,72,0,0,1,0
17,80,0,0,1,0
5,110,0,1,0,0
163,100,0,0,1,0
15,84,0,0,0,1
62,75,0,0,1,0
265,87,0,0,1,0
174,95,0,0,1,0
136,93,0,0,0,1
107,130,1,0,1,0
17,80,1,1,0,0
92,121,0,0,0,1
105,120,1,0,0,1
35,67,0,0,0,1
2,66,1,0,0,1
156,134,1,0,0,1
211,100,0,0,1,0
139,137,0,0,0,1
42,72,0,0,1,0
67,99,1,0,0,1
103,115,0,0,1,0
74,132,1,0,0,1
73,91,0,0,0,1
0,108,1,0,0,1
72,63,0,0,0,1
156,106,1,0,0,1
90,96,0,0,0,1
31,80,0,0,0,1
32,104,0,0,0,1
8,158,0,0,0,1
49,134,0,0,0,1
41,76,1,0,0,1
256,115,1,0,1,0
145,60,0,0,0,1
70,78,0,0,0,1
105,75,0,0,1,0
14,85,0,0,1,0
31,100,0,0,1,0
121,79,0,0,0,1
58,91,0,0,1,0
4,176,2,0,0,1
267,121,0,0,0,1
13,173,1,0,0,1
53,83,1,0,0,1
7,153,2,0,0,1
104,108,1,0,0,1
61,82,1,0,0,1
84,88,1,0,0,1
61,90,0,0,1,0
80,149,3,0,0,1
9,155,1,0,0,1
5,80,0,1,0,0
20,156,1,0,0,1
88,138,1,0,1,0
101,65,2,0,0,1
56,59,1,0,1,0
119,90,0,0,0,1
27,152,0,0,0,1
26,60,1,0,0,1
1,71,0,0,0,1
54,66,0,0,1,0
32,73,0,0,1,0
77,74,3,0,0,1
12,149,1,0,0,1
34,96,0,0,0,1
207,99,1,0,0,1
157,112,0,0,1,0
103,140,1,0,0,1
33,143,1,0,0,1
192,95,0,0,1,0
186,80,0,0,1,0
76,65,1,0,0,1
0,109,0,0,1,0
90,108,0,0,0,1
79,90,1,0,1,0
3,118,2,0,0,1
61,72,1,0,1,0
18,139,1,0,0,1
1,135,1,0,0,1
268,78,0,0,1,0
98,132,1,0,0,1
43,75,0,0,1,0
12,0,0,0,0,0
38,122,0,0,1,0
142,85,0,0,0,1
5,58,1,0,1,0
98,124,1,0,0,1
66,75,0,0,1,0
101,96,1,0,0,1
88,102,1,0,0,1
214,92,0,0,0,1
287,100,0,0,0,1
5,90,0,0,1,0
87,72,0,0,0,1
71,120,0,0,1,0
101,80,0,0,1,0
0,45,1,0,1,0
3,105,0,0,0,1
76,102,0,0,1,0
13,86,1,0,0,1
238,132,1,0,0,1
23,124,2,0,0,1
214,105,0,0,1,0
12,152,1,0,0,1
33,0,1,0,0,1
71,84,1,0,0,1
265,112,1,0,1,0
68,149,1,0,0,1
18,97,0,0,0,1
71,132,0,0,0,1
14,82,1,0,0,1
236,106,2,0,0,1
104,91,0,0,0,1
13,54,0,0,1,0
32,64,1,0,0,1
14,109,1,0,1,0
50,52,1,0,1,0
276,95,0,0,1,0
122,121,1,0,0,1
2,95,0,0,0,0
29,111,0,0,0,1
14,118,0,0,0,1
59,142,0,0,0,1
1,110,1,1,0,0
104,111,0,0,0,1
34,103,2,0,0,1
40,100,3,0,0,1
8,90,1,0,0,1
35,87,0,0,1,0
79,146,1,0,0,1
213,130,0,0,1,0
71,120,0,0,1,0
141,105,2,0,0,1
33,96,2,0,0,1
102,109,0,0,1,0
267,80,0,0,1,0
19,132,1,0,0,1
54,96,1,0,0,1
71,126,1,0,1,0
39,125,1,0,0,1
81,0,0,0,0,0
151,71,0,0,1,0
190,95,0,0,1,0
17,135,1,0,0,1
40,80,1,0,0,1
214,90,1,0,0,1
195,130,0,0,0,1
15,87,0,0,0,1
75,80,0,0,1,0
36,112,0,0,1,0
52,116,2,0,0,1
81,80,1,0,0,1
145,94,0,0,0,1
0,133,0,0,0,1
36,88,2,0,0,1
35,99,0,0,0,1
10,92,1,0,0,1
2,93,0,0,0,1
260,100,2,0,0,1
71,69,0,0,0,1
75,157,3,0,0,1
3,69,0,0,0,1
40,155,0,0,0,1
115,131,2,0,0,1
14,87,1,0,0,1
92,132,2,0,0,1
6,0,0,0,0,1
56,85,1,0,0,1
36,102,2,0,0,1
71,120,0,0,0,1
281,108,0,0,0,1
208,80,0,0,0,1
1,95,0,0,0,1
4,139,1,0,0,1
10,136,2,0,0,1
72,168,1,0,0,1
62,149,0,0,0,1
100,63,2,0,0,1
116,135,2,0,0,1
132,140,0,0,0,1
90,142,0,0,0,1
31,92,0,0,0,1
52,74,0,0,0,1
18,93,0,0,1,0
53,149,1,0,0,1
131,115,0,0,0,1
93,122,1,0,0,1
15,99,0,0,0,1
45,86,0,0,0,1
39,87,0,0,1,0
132,72,0,0,1,0
154,112,2,0,0,1
81,65,0,0,1,0
1,96,0,0,0,1
245,75,0,0,1,0
193,120,0,0,1,0
198,62,1,0,0,1
56,0,0,0,0,0
30,83,1,0,0,1
161,123,1,0,0,1
4,64,0,1,0,0
97,60,1,0,1,0
54,81,0,0,1,0
140,94,0,0,0,1
6,144,2,0,0,1
84,149,2,0,0,1
105,75,0,0,1,0
3,120,0,0,1,0
82,129,2,0,0,1
57,75,0,0,1,0
148,105,0,0,0,1
198,90,0,0,1,0
187,78,0,0,0,1
3,75,0,0,0,1
72,105,0,0,0,1
24,108,1,0,0,1
50,85,0,0,1,0
209,152,1,0,0,1
0,102,1,0,1,0
34,74,2,0,0,1
29,152,2,0,0,1
63,109,1,0,0,1
51,90,0,0,0,1
1,87,0,0,0,1
150,90,1,0,1,0
40,85,1,0,0,1
65,0,0,0,0,1
91,105,1,0,0,1
21,88,1,0,0,1
19,126,1,0,0,1
177,100,0,0,1,0
17,151,2,0,0,1
40,135,1,0,0,1
90,96,1,0,0,1
15,86,0,0,1,0
83,104,0,0,0,1
72,159,0,0,0,1
228,102,1,0,0,1
85,98,0,0,0,1
27,108,0,0,1,0
176,137,2,0,0,1
77,100,1,0,0,1
75,108,0,0,0,1
53,159,3,0,0,1
116,111,1,0,0,1
0,77,2,0,0,1
21,46,0,0,1,0
107,63,1,0,1,0
15,142,1,0,0,1
117,116,1,0,0,1
11,119,0,0,0,1
85,86,0,0,1,0
33,89,1,0,0,1
2,65,0,1,0,0
48,75,0,0,1,0
54,83,0,0,0,1
47,107,1,0,0,1
34,105,0,0,1,0
13,96,0,0,1,0
20,122,0,0,0,1
36,117,2,0,0,1
34,89,0,0,0,1
45,94,1,0,0,1
102,109,0,0,1,0
